Label,Area, Normalsimilarity, NormalZ, DiagonalXY, Height, Coplanarity, Proximity, Connections, Wallinlier, DvBottom, DvTop, ColAbove, ColBelow,ColFarAbove,Vbot,Vtop,Raytrace
Ceilings,0.06,0,1,6.5,0,0,0,7,1,10,10,0,0,0,0.12,0,0.84
Ceilings,0.01,0,1,3.32,0,0,0,2,1,10,10,1,0,1,0.25,0,1
Ceilings,0.03,0,1,5.2,0,0,0,7,1,10,10,0,0,0,0.13,0,0.97
Ceilings,0.07,0,1,6.46,0,0,0,5,1,10,10,0.46,0,0.46,0.49,0,0.99
Ceilings,0,0,1,1.78,0,0,0.3,1,1,10,10,0,0,0,2.72,0.01,1
Ceilings,0.12,0,1,10.2,0,0,0,4,1,10,10,0.5,0,0.5,2.73,0,1
Ceilings,0,0,1,2.72,0,0,0,2,1,10,10,0,0,0,2.72,0.01,1
Ceilings,0.02,0,1,5.19,0,0,0,2,1,10,10,0.75,0,0.75,2.98,0,1
Ceilings,0.02,0,1,4.36,0,0,0,1,1,10,10,0.5,0,0.5,2.98,0,0.92
Ceilings,0.03,0,1,6.05,0,0,0,7,1,10,10,0.5,0,0.5,2.98,0,0.94
Ceilings,0.06,0,1,6.14,0,0,0,6,1,10,10,0.2,0,0.2,2.98,0,1
Ceilings,0.01,0,1,2.95,0,0,0,1,1,10,10,0,0,0,2.97,0,1
Ceilings,0.03,0,1,3.83,0,0,0,6,1,10,10,0,0,0,2.98,0,1
Ceilings,0.04,0,1,5.74,0,0,0,7,1,10,10,0,0,0,2.97,0,0.97
Ceilings,0.01,0.02,1,2.66,0,0,0.26,0,1,10,10,0,0,0,2.97,0,1
Ceilings,0.01,0,1,2.5,0,0,0.3,1,0,10,10,0,0,0,2.97,0,1
Ceilings,0.02,0,1,3.91,0,0,0,3,0,10,10,0,0,0,2.98,0,1
Ceilings,0.01,0,1,2.91,0,0,0.12,1,0,10,10,0,0,0,2.97,0,1
Ceilings,0.01,0,1,4.61,0,0,0.07,3,0,10,10,0,0,0,2.97,0,1
Ceilings,0.06,0,1,6.24,0,0,0,6,1,10,10,0,0,0,2.97,0,1
Ceilings,0.01,0,1,3.12,0,0,0,2,1,10,10,0,0,0,2.97,0,1
Ceilings,0.04,0,1,6.6,0,0,0,6,1,10,10,0,0,0,2.99,0,1
Ceilings,0.03,0,1,4.52,0,0,0,7,1,10,10,0,0,0,2.98,0,1
Floors,0,0.04,1,4.21,0,0.01,0.15,1,0,10,10,0,0,0,0,1.02,0
Floors,0,0.04,1,3.13,0,0,0.18,1,0,10,10,0,0,0,0,1.02,0
Floors,0.02,0.03,1,5.09,0.1,1.17,0.69,1,0,10,10,0,0,0,1.13,1.09,1
Floors,0.01,0.03,1,6.2,0.1,1.15,0.46,3,0,10,10,0,0,0,0.13,1.11,1
Floors,0,0.03,1,1.49,0,1.13,0.45,2,0,10,10,0,0,0,0.13,1.15,0
Floors,0.01,0.03,1,1.91,0,1.12,0.45,2,0,10,10,0,0,0,0.12,1.15,1
Floors,0.01,0,1,2.73,0,0,0.51,2,0,10,10,0,0,0.5,0.01,2.28,0
Floors,0.02,0,1,5.95,0,0,0,2,1,10,10,0,0,0,0,1.02,0
Floors,0.01,0,1,5.1,0,0,0,1,1,10,10,0,0,0,0,1.02,0
Floors,0.03,0,1,8.35,0,0,0,5,1,10,10,0,0,0,0.01,1.02,0
Floors,0.02,0,1,6.44,0,0,0,4,0,10,10,0,0,0.25,0,2.28,0
Floors,0.01,0,1,4.53,0,0,0.02,3,0,10,10,0,0,0.67,0,2.29,1
Floors,0.03,0,1,6.5,0,0,0,4,1,10,10,0,0,0.43,0,1.02,1
Floors,0.04,0,1,9.11,0,0,0,6,1,10,10,0,0,0.57,0.01,1.02,0
Floors,0.01,0,1,6.92,0,0,0,1,1,10,10,0,0,0.5,0.01,1.02,0
Floors,0.01,0,1,4.25,0,0,0,3,0,10,10,0,0,1,0,2.29,0
Floors,0.02,0,1,4.33,0,0,0,2,0,10,10,0,0,0.25,0,2.29,0
Floors,0.01,0.01,1,2.56,0,0,0.53,0,0,10,10,0,0,1,0,2.28,0
Floors,0.01,0.04,1,2.36,0.1,0.01,0.85,1,0,10,10,0,0,0,0.03,2.4,0
Floors,0.02,0,1,4.08,0,0.09,0.43,2,0,10,10,0,0,0,0.08,0.01,1
Floors,0.02,0,1,4.24,0,0.09,0.09,2,0,10,10,0,0,0,0.09,0.02,1
Floors,0,0,1,2.6,0,0.1,0.11,1,0,10,10,0,0.5,0,0.09,0.02,0.7
Floors,0,0,1,1.5,0,0.01,0.89,0,0,10,10,0,0,1,0,2.43,0
Floors,0.01,0,1,2.88,0,0,0.95,0,0,10,10,0,0,0,0,2.43,0
Floors,0.02,0.01,1,3.3,0,0.01,0,2,0,10,10,0,0,0.75,0.02,1.03,1
Floors,0.02,0.02,1,3.85,0.1,0.93,0.11,1,0,10,10,0,0,0,0.08,1.46,0
Floors,0,0.04,1,4.02,0,0.12,0.11,2,0,10,10,0,0,1,0.13,2.67,1
Floors,0,0.04,1,5.48,0,0.12,0.11,2,0,10,10,0,0.5,1,0.13,2.67,1
Floors,0.01,0,1,2.69,0,0,0,1,1,10,10,0,0,0,0,1.03,0
Floors,0.04,0,1,6.72,0,0,0,8,1,10,10,0,0,0.14,0,1.03,0
Floors,0,0,1,2.57,0,0,0,1,1,10,10,0,0,0.5,0,2.28,0
Floors,0.05,0,1,7.49,0,0,0,8,1,10,10,0,0,0.56,0,1.02,0
Floors,0.01,0,1,2.33,0,0,0,2,1,10,10,0,0,0.33,0,1.03,0
Floors,0.01,0,1,3.48,0,0,0.25,0,1,10,10,0,0,1,0,1.03,0
Floors,0.03,0,1,7.62,0,0,0,4,1,10,10,0,0,1,0,2.28,0
Floors,0.04,0,1,6.51,0,0,0,5,1,10,10,0,0,1,0,2.28,1
Floors,0.01,0,1,3.62,0,0,0,1,1,10,10,0,0,0.5,0,2.28,0
Floors,0.02,0,1,4.69,0,0,0.03,3,1,10,10,0,0,0.75,0,1.02,0
Floors,0.04,0,1,8.92,0,0,0,5,1,10,10,0,0,0.86,0,1.02,0
Floors,0.04,0,1,14.09,0,0,0,5,1,10,10,0,0,0.57,0,1.02,0
Floors,0.04,0,1,11.89,0,0,0,7,1,10,10,0,0,0.71,0.01,2.27,0
Floors,0.05,0,1,11.88,0,0,0,5,1,10,10,0,0,0.22,0,2.42,0
Floors,0.02,0,1,5.08,0,0,1.01,0,1,10,10,0,0,0.6,0,2.42,1
Floors,0.02,0,1,3.91,0,0,0,5,1,10,10,0,0,0.25,0,1.02,0
Floors,0.01,0,1,4.25,0,0,0.19,4,0,10,10,0,0,0,0,1.02,0
Floors,0,0,1,2.47,0,0,0,3,1,10,10,0,0,0.5,0,3.12,0
Floors,0.02,0,1,5.55,0,0,0,4,1,10,10,0,0,0.8,0,2.55,0
Floors,0.04,0,1,5.54,0,0,0,8,1,10,10,0,0,0.86,0,2.55,0.89
Floors,0.01,0,1,3.49,0,0,0,1,0,10,10,0,0,0,0,2.55,0
Floors,0,0,1,1.5,0,0,0,3,1,10,10,0,0,0,0,2.55,0
Floors,0,0,1,3.01,0,0,0,5,1,10,10,0,0,1,0,2.55,0
Floors,0,0,1,1.49,0,0,0,1,1,10,10,0,0,1,0,2.56,1
Floors,0.02,0,1,5.69,0,0.39,1.33,1,0,10,10,0,0,0,0,0.36,0.45
Floors,0.02,0,1,6.72,0,0.38,0.71,4,0,10,10,0,0,0,0,0.36,0.35
Floors,0,0,1,2.38,0,1.25,0.44,3,0,10,10,0,0,0,0,0.36,0
Floors,0,0,1,2.01,0,0.38,1.22,1,0,10,10,0,0,0,0,0.35,0
Floors,0.01,0,1,4.58,0,0.37,0,1,0,10,10,0,0.33,0,0,0.36,0.36
Floors,0.01,0,1,3.35,0,0.37,0,2,0,10,10,0,0,0,0,0.36,0
Floors,0.02,0,1,3.34,0,0.38,0.32,1,0,10,10,0,0.25,0,0,0.36,0.75
Floors,0.01,0,1,2.55,0,0.03,0.57,0,1,10,10,0,0,0,0.01,2.14,0
Floors,0.07,0,1,7.61,0,0,0,7,1,10,10,0,0,0.85,0.01,2.8,0
Floors,0.01,0,1,7.17,0,0,0,1,1,10,10,0,0,1,0.01,2.8,0
Floors,0.05,0,1,6.91,0,0,0,7,1,10,10,0,0,0.89,0,2.8,1
Floors,0.05,0,1,7.11,0,0,0,6,1,10,10,0,0,1,0,2.8,0
Floors,0,0,1,2.66,0,0,0,1,1,10,10,0,0,1,0.01,2.8,0
Floors,0.05,0,1,5.52,0,0,0,6,1,10,10,0,0,0.9,0,2.81,0
Floors,0.01,0,1,4.03,0,0,0.57,1,1,10,10,0,0,0.67,0.01,2.81,0
Floors,0.01,0,1,2.55,0,0,0,1,0,10,10,0,0,0,0,0.24,0.43
Floors,0.01,0,1,3.61,0,0,0,1,1,10,10,0,0,0,0,0.25,1
Floors,0.03,0,1,4.4,0,0,0,7,1,10,10,0,0,0.2,0,0.24,0.66
Floors,0.01,0,1,3.94,0,0,0.42,1,0,10,10,0,0,0,0,0.02,0.2
Floors,0.01,0,1,3.33,0,0,1.06,0,1,10,10,0,0,0.5,0,0.02,0.61
Floors,0.05,0,1,16.23,0,0,0,4,1,10,10,0,0,0,0,0.02,1
Floors,0.09,0,1,16.03,0,0,0,4,1,10,10,0,0,0.31,0,0.26,0.38
Floors,0.05,0,1,13.91,0,0,0,4,1,10,10,0,0.11,0.22,0,0.25,0.27
Floors,0.01,0,1,6.18,0,0,0,1,1,10,10,0,0.5,0.5,0,0.25,0.47
Floors,0,0,1,1.7,0,0,0,2,1,10,10,0,0,0,0,0.02,1
Floors,0.04,0,1,6.38,0,0,0,7,1,10,10,0,0.38,0.5,0,0.02,0.53
Floors,0.02,0,1,4.68,0,0,0,1,1,10,10,0,0,0.75,0,0.02,0.37
Floors,0.04,0,1,14.79,0,0,0,5,1,10,10,0,0,0,0,0.26,0.8
Floors,0.09,0,1,17.56,0,0,0,6,1,10,10,0,0.13,0,0,0.26,0.54
Floors,0.08,0,1,17.53,0,0,0,5,1,10,10,0,0.2,0,0,0.26,0.4
Floors,0.01,0,1,10.32,0,0,0.08,0,1,10,10,0,0.33,0,0,0.25,0.21
Floors,0.01,0,1,2.91,0,0,0.3,1,1,10,10,0,0,0,0,0.24,0.41
Floors,0,0,1,1.88,0,0,0,1,1,10,10,0,1,0,0,0.02,0
Floors,0.08,0,1,7.39,0,0,0,7,1,10,10,0,0.36,0.64,0,0.02,0.61
Floors,0.04,0,1,9.4,0,0,0,5,1,10,10,0,0.12,0,0,0.08,0.81
Floors,0.05,0,1,11.82,0,0,0,6,1,10,10,0,0.2,0,0,0.25,0.71
Floors,0.01,0,1,10.13,0,0,0,2,1,10,10,0,0.67,0,0,0.25,0.42
Floors,0.02,0,1,11.34,0,0,0,2,1,10,10,0,0.4,0,0,0.25,0.49
Floors,0.03,0,1,4.06,0,0,0,5,1,10,10,0,0.6,0.8,0,0.24,0.07
Floors,0.03,0,1,8.37,0,0,0,5,1,10,10,0,0.5,0.17,0,0.3,0.25
Floors,0.02,0,1,4.36,0,0,0,3,1,10,10,0,0.25,0,0,0.3,0.5
Floors,0.01,0,1,2.22,0,0,0,2,1,10,10,0,0.5,0.5,0,0.3,0.13
Floors,0.04,0,1,10.38,0,0,0,7,1,10,10,0,0.25,0.62,0,0.37,0.09
Floors,0.09,0,1,9.84,0,0,0,6,1,10,10,0,0.5,0,0,0.37,0.36
Floors,0.07,0,1,8.43,0,0,0,6,1,10,10,0,0.25,0.67,0,0.37,0.69
Floors,0.01,0,1,4.33,0,0,0,2,1,10,10,0,1,0.67,0,0.38,0.33
Floors,0.06,0,1,8.66,0,0,0,6,1,10,10,0,0.82,0,0,0.37,0.04
Floors,0.05,0,1,6.78,0,0,0,7,1,10,10,0,0.22,0.33,0,0.25,0.5
Floors,0.03,0,1,4.46,0,0,0,7,1,10,10,0,0.83,0,0,0.38,0.62
Floors,0.03,0,1,4.32,0,0,0,6,1,10,10,0,0.5,0,0,0.37,0.28
Floors,0.04,0,1,5.74,0,0,0,5,1,10,10,0,0.25,0,0,0.25,0.73
Floors,0.01,0,1,2.13,0,0,0,2,0,10,10,0,0,0,0,0.15,0.12
Floors,0.02,0.02,1,3.45,0,0.76,0.82,1,0,10,10,0,0,1,0.11,2.77,0
Floors,0,0.02,1,2.79,0,0.77,0.87,1,0,10,10,0,0,1,0.1,2.79,0
Floors,0.02,0,1,4.07,0,0.01,0.1,2,1,10,10,0,0,1,0,2.02,0
Floors,0.02,0,1,3.72,0,0,0,3,1,10,10,0,0,0.33,0,2.02,1
Floors,0.01,0,1,2.83,0,0,0,3,1,10,10,0,0,0.33,0,2.02,1
Floors,0.01,0.02,1,3.05,0,0.17,0,1,0,10,10,0,0,1,0.14,1.84,1
Floors,0.01,0.02,1,3.33,0,0.17,0.03,2,0,10,10,0,0,0.5,0.14,1.83,1
Floors,0.01,0.01,1,3.22,0,0.03,0,2,0,10,10,0,0,0.33,0,2,0
Floors,0.01,0,1,3.09,0,1.02,1.57,1,0,10,10,0,0,0,0.06,1.54,1
Floors,0,0,1,1.93,0,0,0.23,0,1,10,10,0,0,0,0.01,2.16,0
Floors,0.03,0,1,4.9,0,0,0,7,1,10,10,0,0,0,0.01,2.15,0
Floors,0.01,0,1,2.77,0,0,0,1,1,10,10,0,0,0,0,2.14,0
Floors,0.02,0,1,4.66,0,0,2.46,2,1,10,10,0,0,0,0.02,1.54,0
Floors,0.01,0,1,3.49,0,0,0.14,0,1,10,10,0,0,0,0.01,2.17,0
Floors,0.03,0,1,10.92,0,0,0,5,1,10,10,0,0,0.17,0.01,2.15,0
Floors,0.03,0,1,9.93,0,0,0,5,1,10,10,0,0,0.2,0.01,2.15,0
Floors,0.03,0,1,7.67,0,0,0,5,1,10,10,0,0,0,0,2.14,0
Floors,0.02,0,1,9.12,0,0,0.77,2,1,10,10,0,0,0,0,1.54,1
Floors,0.01,0,1,3.82,0,0,0.37,0,1,10,10,0,0,0,0.01,2.17,0
Floors,0.07,0,1,8.23,0,0,0,4,1,10,10,0,0,0.25,0.01,2.15,0
Floors,0.03,0,1,6.69,0,0,0,4,1,10,10,0,0,0,0,2.15,0
Floors,0,0,1,4.44,0,0,0.26,1,1,10,10,0,0,0,0,1.55,1
Floors,0.02,0,1,7,0,0,0.47,2,1,10,10,0,0,0,0,1.54,1
Floors,0.01,0,1,4.7,0,0,0.01,2,0,10,10,0,0,0,0,2.18,1
Floors,0.02,0,1,4.55,0,0,0,0,1,10,10,0,0,0.25,0,2.17,0
Floors,0.04,0,1,6.43,0,0,0,7,1,10,10,0,0,0,0.01,2.16,0
Floors,0.06,0,1,9.08,0,0,0,8,1,10,10,0,0,0,0.01,2.13,0
Floors,0.01,0,1,4.46,0,0,0,3,1,10,10,0,0,0,0,1.57,1
Floors,0.06,0,1,11.33,0,0,0,5,1,10,10,0,0,0,0,1.55,1
Floors,0.03,0,1,8.59,0,0,0,8,1,10,10,0,0,0.2,0,1.54,1
Floors,0.03,0,1,6.72,0,0,0,10,1,10,10,0,0,0.4,0,1.54,1
Floors,0.01,0,1,17.1,0,0,0,1,1,10,10,0,0,0,0,1.54,1
Floors,0.02,0,1,6.71,0,0,0,3,0,10,10,0,0,0,0,2.18,1
Floors,0.04,0,1,11.22,0,0,0,7,1,10,10,0,0,0,0,2.15,0
Floors,0.07,0,1,11.45,0,0,0,7,1,10,10,0,0,0,0,2.15,0
Floors,0.02,0,1,11.15,0,0,0,2,1,10,10,0,0,0,0,2.04,0
Floors,0.01,0,1,4.64,0,0,0,3,1,10,10,0,0,0,0,2.03,0
Floors,0.06,0,1,5.75,0,0,0,9,1,10,10,0,0,0.91,0,1.55,1
Floors,0.04,0,1,22.77,0,0,0,5,1,10,10,0,0,0,0,1.54,1
Floors,0.02,0,1,6.64,0,0,0,3,1,10,10,0,0,0,0,2.04,0
Floors,0.03,0,1,4.78,0,0,0,8,1,10,10,0,0,1,0,2.03,0
Floors,0.03,0,1,9.62,0,0,0,5,1,10,10,0,0,1,0,2.01,0
Floors,0.05,0,1,9.28,0,0,0,8,1,10,10,0,0,0.8,0,2,0
Floors,0.03,0,1,23.31,0,0,0,6,1,10,10,0,0,0.14,0,2,1
Floors,0.04,0,1,6.8,0,0,0,9,1,10,10,0,0,0.43,0,2.02,1
Floors,0.02,0,1,7.3,0,0,0,1,1,10,10,0,0,1,0,2.02,1
Floors,0.02,0,1,5.69,0,0,0,0,1,10,10,0,0,0.75,0,2.01,1
Floors,0.06,0,1,29.91,0,0,0,5,1,10,10,0,0,0.18,0,2,1
Floors,0.02,0,1,3.89,0,0,0,3,0,10,10,0,0,0,0,2.04,0
Floors,0,0,1,1.8,0,0,0,1,1,10,10,0,0,1,0,2.01,0
Floors,0.07,0,1,7.7,0,0,0,6,1,10,10,0,0,0.58,0,2.01,1
Floors,0,0,1,3.4,0,0,0,0,1,10,10,0,0,0,0,2.01,0
Floors,0.01,0,1,3.85,0,0,0,6,0,10,10,0,0,0.33,0,2.04,0
Floors,0.02,0,1,5.83,0,0,0,6,0,10,10,0,0,0.5,0,2.03,1
Floors,0.03,0,1,4.74,0,0,0,6,1,10,10,0,0,0,0,2.01,1
Floors,0.01,0,1,7.02,0,0,0,1,1,10,10,0,0,0,0,2.01,1
Floors,0.01,0,1,4.12,0,0,0.84,2,0,10,10,0,0,0.67,0,2.03,1
Floors,0.01,0,1,3.1,0,0,0,3,0,10,10,0,0,0,0,2.02,0
Floors,0.02,0,1,6.42,0,0,0.13,4,1,10,10,0,0,0,0,2.01,1
Floors,0.01,0,1,5.3,0,0,0,1,0,10,10,0,0,0,0,2.04,1
Floors,0.03,0,1,12.35,0,0,0,5,1,10,10,0,0,0,0,2.01,0
Floors,0.02,0,1,8.25,0,0,0,4,1,10,10,0,0,0,0.01,2.01,0
Floors,0.01,0,1,7.79,0,0,0,3,1,10,10,0,0,0,0.01,2.01,0
Walls,0.07,0.01,0.01,4.24,3.8,0,0,6,1,10,0.92,2,2,2,10,10,10
Clutter,0.01,0,1,2.27,0,0,0.07,3,1,10,10,0,0,0.33,0,1.56,1
Clutter,0.01,0.04,1,7.94,0,0.14,0.07,0,0,10,10,0,0,0,2.63,0,1
Clutter,0.01,0.69,0.65,9.78,0.2,10,0.32,2,0,10,10,0,0,0,2.86,0.05,0.83
Clutter,0.01,0.45,0.43,9.75,0.3,0.42,0.32,2,0,10,10,2,2,2,3.01,0.01,0
Walls,0.16,0.01,0.01,10.36,3.4,0,0,7,1,10,10,2,2,2,10,10,10
Walls,0.19,0.01,0.01,20.65,4.2,0,0,4,1,10,1.54,2,2,2,10,10,10
Walls,0.05,0.02,0.01,5.19,3.1,0,0,7,1,10,10,2,2,2,10,10,10
Clutter,0.01,0.02,0,0.95,2.7,0.13,0.05,2,0,10,10,2,2,2,10,10,10
Clutter,0.01,0.07,1,5.83,0.2,0.02,0,2,0,10,10,0,0,0,2.86,0.02,0.95
Walls,0.02,0,0,2.18,2.2,0.29,0,1,0,10,10,2,2,2,10,10,10
Clutter,0.02,0.01,0,4.88,1.8,2.02,0,3,0,10,0.09,2,2,2,10,10,10
Clutter,0.02,0.09,0.09,17.1,0.3,0.32,0.3,0,0,0.64,1.43,2,2,2,10,10,10
Walls,0.03,0.05,0.05,2.69,3,0,0,6,1,10,10,2,2,2,10,10,10
Clutter,0.01,0.01,1,3.02,0,1.2,0.13,1,0,10,10,0.67,0,0.67,1.56,0.44,0
Walls,0.02,0.12,0.03,1.21,3.4,0.05,0,2,0,10,10,2,2,2,10,10,10
Walls,0.01,0.02,0.02,0.95,2.9,2.23,0.95,0,0,10,10,2,2,2,10,10,10
Beams,0.01,0,1,4.4,0,0.03,0.19,0,0,10,10,0,0,0,2.73,0.01,1
Walls,0.01,0.05,0.05,2.09,0.9,0.3,0.17,1,0,10,0.13,2,2,2,10,10,10
Walls,0.2,0.01,0.01,19.7,3.4,0,0,4,1,10,0.86,2,2,2,10,10,10
Walls,0.01,0.02,0.02,0.82,2.6,2.26,0.2,0,0,10,10,2,2,2,10,10,10
Walls,0.06,0.02,0,4.9,3,0,0,8,1,10,10,2,2,2,10,10,10
Walls,0.04,0.04,0.02,2.6,3,0,0,8,1,10,10,2,2,2,10,10,10
Clutter,0.01,0.36,0,1.14,2.7,0.35,0.11,3,0,10,10,2,2,2,10,10,10
Walls,0.08,0.01,0.01,5.19,3,0,0,8,1,10,10,2,2,2,10,10,10
Walls,0.11,0.02,0.02,8.71,3,0,0,7,1,10,10,2,2,2,10,10,10
Clutter,0.01,0.01,1,5.3,0,0.03,0.22,1,0,10,10,0.33,0,0.33,2.7,0.01,1
Walls,0.01,0.04,0.04,2.6,1.5,0.27,0.21,2,0,10,0.03,2,2,2,10,10,10
Walls,0.02,0.01,0,3.32,2.1,0.1,0.09,3,0,10,10,2,2,2,10,10,10
Walls,0.06,0.03,0.03,4.81,3,0,0,6,1,10,10,2,2,2,10,10,10
Roofs,0.3,0,1,15.29,0,0,0,4,1,10,10,0,0.45,0,3.18,0.13,0.27
Clutter,0.01,0.52,0.5,3.98,0.3,1.23,0.26,2,0,10,10,2,2,2,2.39,0.02,0
Beams,0.01,0.02,0.02,4.66,0.4,0.28,0,2,1,0.71,10,2,2,2,10,10,10
Clutter,0.01,0,1,2.75,0,1.06,1.28,2,0,10,10,0.67,0,0.67,1.69,0.31,1
Clutter,0.01,0.01,0.01,2.38,1.5,1.8,0.18,2,0,10,0.09,2,2,2,10,10,10
Walls,0.02,0.03,0.01,2.98,2.2,0.33,0.01,2,0,10,10,2,2,2,10,10,10
Clutter,0.01,0.01,0.01,1.04,1.4,2.02,0.28,2,0,10,0.09,2,2,2,10,10,10
Clutter,0.01,0.11,0.08,2.26,1.5,0.88,0.11,0,0,10,0.16,2,2,2,10,10,10
Clutter,0.01,0.2,0,1.3,1.9,0.9,0.26,0,0,10,0.02,2,2,2,10,10,10
Roofs,0.01,0.02,1,3.29,0,0.01,0.17,0,1,10,10,0,0,0,3.15,0.12,0.11
Beams,0.01,0.01,1,3.79,0,0.02,0,2,0,10,10,0,0,0,2.72,0.01,0
Beams,0.01,0.01,0.01,4.56,0.3,2.89,0,3,1,0.98,10,2,2,2,10,10,10
Clutter,0.02,0.1,0.02,3.1,1.8,1.08,0.17,0,0,10,10,2,2,2,10,10,10
Walls,0.01,0.19,0.19,2.28,2.7,0.17,0,3,0,10,10,2,2,2,10,10,10
Clutter,0.01,0.29,0.96,3.58,0.2,0.14,0,0,0,10,10,0,0,0,2.49,0.04,0.85
Clutter,0.01,0,1,4.84,0,0.18,0.2,2,0,10,10,1,0,1,2.55,0.08,1
Walls,0.02,0.01,0.01,1.46,3,0.03,0,4,0,10,10,2,2,2,10,10,10
Walls,0.14,0.03,0.03,10.17,2.9,0,0,5,1,10,10,2,2,2,10,10,10
Clutter,0.01,0.01,0.01,2.6,0.6,0.21,0.22,1,0,10,1.07,2,2,2,10,10,10
Walls,0.02,0.02,0.02,1.55,2.7,0.02,0,1,0,10,10,2,2,2,10,10,10
Clutter,0.01,0.55,0.02,0.92,2.2,10,0.05,0,0,10,10,2,2,2,10,10,10
Clutter,0.01,0.07,0.15,3.32,0.8,0.4,0.36,1,0,0.15,10,2,2,2,10,10,10
Clutter,0.01,0.02,0.02,2.38,1.5,0.47,0.46,1,0,10,0.08,2,2,2,10,10,10
Walls,0.16,0.01,0.01,9.88,3,0,0,6,1,10,10,2,2,2,10,10,10
Clutter,0.01,0.67,0,2,2.1,10,0.38,1,0,10,10,2,2,2,10,10,10
Beams,0.01,0.03,1,6.96,0,0,0,1,1,10,10,0.5,0,0.5,0.48,0,1
Walls,0.01,0,0,0.82,1.5,0.12,0.13,1,0,0.1,10,2,2,2,10,10,10
Clutter,0.01,0.66,0.01,1.36,1.9,10,0.14,0,0,10,0.12,2,2,2,10,10,10
Clutter,0.01,0.03,1,5.57,0,0.06,0.25,0,0,10,10,0.67,0,0.67,0.05,0.08,0.91
Walls,0.04,0.01,0.01,2.5,2.7,0,0,6,1,10,0.45,2,2,2,10,10,10
Clutter,0.03,0.02,0,2.06,2.2,0,0,5,1,10,10,2,2,2,10,10,10
Walls,0.01,0.02,0,1.46,2.7,0.09,0.09,2,0,10,10,2,2,2,10,10,10
Clutter,0.01,0.03,0,1.33,2.2,0.84,0.04,2,0,10,10,2,2,2,10,10,10
Walls,0.01,0.34,0.01,0.72,3,0.09,0,2,0,10,10,2,2,2,10,10,10
Walls,0.05,0.02,0.02,5.6,3,0,0,9,1,10,10,2,2,2,10,10,10
Walls,0.09,0.01,0,5.92,2.7,0,0,8,1,10,0.35,2,2,2,10,10,10
Clutter,0.01,0.02,1,2.66,0,0.1,0.09,3,0,10,10,0,0,0,0.12,2.28,0
Clutter,0.01,0.13,0.99,2.46,0.1,1.02,0.47,0,0,10,10,0,0,1,0.77,0.93,0.97
Clutter,0.01,0.57,0,0.85,2.1,10,0,0,0,10,10,2,2,2,10,10,10
Walls,0.07,0.02,0.02,5.92,3,0,0,8,1,10,1.23,2,2,2,10,10,10
Beams,0.01,0.02,1,4.62,0,0,0.11,1,1,10,10,0.5,0,0.5,0.24,0,0.6
Clutter,0.01,0.01,1,3.5,0,0.72,0.09,2,0,10,10,0,0.67,0.67,0.71,0.82,1
Walls,0.01,0,0,4.97,3,2.61,0,3,0,10,0.1,2,2,2,10,10,10
Walls,0.02,0,0,2.6,2,0,0.24,2,0,10,0.05,2,2,2,10,10,10
Clutter,0.04,0,0,3.83,2.1,0,0,5,1,10,0.99,2,2,2,10,10,10
Walls,0.01,0,0,1.33,1.4,0.01,0.29,1,0,0.08,0.35,2,2,2,10,10,10
Clutter,0.02,0.01,0.01,2.06,2.3,1.98,0,1,0,10,0.76,2,2,2,10,10,10
Walls,0.32,0.01,0.01,21.57,7.6,0,0,6,1,10,10,2,2,2,10,10,10
Walls,0.07,0,0.22,4.37,2.6,0,0,6,1,10,0.17,2,2,2,10,10,10
Walls,1,0.02,0.02,25.72,8,0,0,4,1,10,10,2,2,2,10,10,10
Walls,0.01,0.01,0,1.55,3.6,0.11,0,2,0,10,1.33,2,2,2,10,10,10
Walls,0.06,0.01,0,2.18,5,0,0,8,1,10,0.01,2,2,2,10,10,10
Clutter,0.01,0.01,0.01,1.87,1.3,1.15,0.05,1,0,0.02,0.62,2,2,2,10,10,10
Walls,0.02,0.01,0,3.52,2.3,0.04,0,1,0,10,0.02,2,2,2,10,10,10
Walls,0.16,0.01,0.01,11.72,3.5,0,0,5,1,10,1.44,2,2,2,10,10,10
Walls,0.01,0,0,2.18,2.3,0.01,0,2,0,10,0.02,2,2,2,10,10,10
Walls,0.01,0,0,2.89,2.3,0.02,0.02,3,0,0.22,0.13,2,2,2,10,10,10
Clutter,0.02,0.22,0,1.61,3.8,3.85,0,3,0,10,1.07,2,2,2,10,10,10
Clutter,0.01,0.01,1,2.02,0,0.3,0.24,1,0,10,10,0,1,0,0.57,0.2,0.22
Clutter,0.01,0.02,0.02,1.87,0.6,0.11,0.1,2,0,10,0.37,2,2,2,10,10,10
Walls,0.01,0.03,1,3.45,0,0.81,0,4,0,10,10,0,0,0,0.27,0.2,1
Clutter,0.01,0.12,0.01,1.97,1.8,0.69,0.05,0,0,10,0.43,2,2,2,10,10,10
Walls,0.17,0.01,0,7.25,5,0,0,8,1,10,0.04,2,2,2,10,10,10
Clutter,0.01,0.15,0,0.95,2.1,10,0.05,1,0,10,0.97,2,2,2,10,10,10
Walls,0.01,0.07,0.07,1.9,1.6,0.02,0,0,0,0.02,0.48,2,2,2,10,10,10
Beams,0.02,0.02,1,13.34,0.1,0.49,0.47,1,0,10,10,0,0,0,0.41,0.02,0.66
Beams,0.01,0.01,0.01,6.53,0.4,3.65,0,3,0,1.59,0.07,2,2,2,10,10,10
